debuguiW6X:debugITEf6,0,1.64E+12,"{""type"": ""survey-text"", ""responses"": ""{\""Q0\"":\""5f96ecaca0ed8c01b13dd7c4\""}"", ""trial_type"": ""survey-text"", ""trial_index"": 0, ""time_elapsed"": 17265, ""internal_node_id"": ""0.0-0.0"", ""mode"": ""pilot"", ""subject_cond"": ""0"", ""exp"": ""expAv3""}"
debugtJBXj:debughyXUO,2,1.64E+12,"{""type"": ""reminder"", ""success"": false, ""recalled_list"": [""RAT"", ""NOVEL""], ""matching_list"": [], ""missing_list"": [""SUIT"", ""DIGEST"", ""LETTER"", ""SOUL"", ""ROBE"", ""SHEEP"", ""BUFFALO""], ""shown_list"": [""NOVEL"", ""BLUES"", ""SUIT"", ""SQUIRREL"", ""DIGEST"", ""TROUSERS"", ""RAT"", ""LETTER"", ""BOXERS"", ""SOUL"", ""BLUEGRASS"", ""ROBE"", ""SHEEP"", ""BUFFALO"", ""INSTRUMENTAL"", ""BOOKLET""], ""num_correct"": 0, ""instructions"": false, ""times"": [2214, 15384], ""reminder"": ""RAT"", ""list_type"": ""categorized_16_6"", ""trial_type"": ""reminder"", ""trial_index"": 26, ""time_elapsed"": 646514, ""internal_node_id"": ""0.0-28.0"", ""mode"": ""pilot"", ""subject_cond"": ""10"", ""exp"": ""expAv3""}"
debugtJBXj:debughyXUO,3,1.64E+12,"{""type"": ""text-recall"", ""success"": false, ""recalled_list"": [""SKING"", ""DESTROYER"", ""PANTS"", ""SKIRT"", ""JACKET"", ""CABINET"", ""HANDBALL"", ""RUGBY""], ""matching_list"": [""DESTROYER"", ""SKIRT"", ""JACKET"", ""CABINET"", ""HANDBALL"", ""RUGBY""], ""missing_list"": [""FERRY"", ""LAMP"", ""OTTOMAN"", ""BOWLING"", ""DESK"", ""JEANS"", ""TANKER"", ""BARGE"", ""SLIP"", ""SKIING""], ""shown_list"": [""FERRY"", ""LAMP"", ""RUGBY"", ""OTTOMAN"", ""HANDBALL"", ""BOWLING"", ""DESK"", ""CABINET"", ""JEANS"", ""SKIRT"", ""JACKET"", ""TANKER"", ""BARGE"", ""SLIP"", ""SKIING"", ""DESTROYER""], ""num_correct"": 6, ""instructions"": false, ""times"": [2859, 3860, 2430, 1142, 3385, 5565, 2958, 1968], ""correct_sizes"": true, ""used_time"": 36355, ""list_type"": ""categorized_16_3"", ""trial_type"": ""text-recall"", ""trial_index"": 29, ""time_elapsed"": 749120, ""internal_node_id"": ""0.0-31.0"", ""mode"": ""pilot"", ""subject_cond"": ""10"", ""exp"": ""expAv3""}"
debugtJBXj:debughyXUO,4,1.64E+12,"{""type"": ""reminder"", ""success"": false, ""recalled_list"": [""TANKER""], ""matching_list"": [], ""missing_list"": [""FERRY"", ""LAMP"", ""OTTOMAN"", ""BOWLING"", ""DESK"", ""JEANS"", ""BARGE"", ""SLIP"", ""SKIING""], ""shown_list"": [""FERRY"", ""LAMP"", ""RUGBY"", ""OTTOMAN"", ""HANDBALL"", ""BOWLING"", ""DESK"", ""CABINET"", ""JEANS"", ""SKIRT"", ""JACKET"", ""TANKER"", ""BARGE"", ""SLIP"", ""SKIING"", ""DESTROYER""], ""num_correct"": 0, ""instructions"": false, ""times"": [2607], ""reminder"": ""TANKER"", ""list_type"": ""categorized_16_3"", ""trial_type"": ""reminder"", ""trial_index"": 30, ""time_elapsed"": 806884, ""internal_node_id"": ""0.0-32.0"", ""mode"": ""pilot"", ""subject_cond"": ""10"", ""exp"": ""expAv3""}"
debugtJBXj:debughyXUO,5,1.64E+12,"{""type"": ""text-recall"", ""success"": false, ""recalled_list"": [""REGGAE"", ""COD"", ""TUNA"", ""CHICKEN"", ""ELEVATOR"", ""PERCH"", ""PORCH"", ""PUNK"", ""ALTERNATIVE"", ""FINCH"", ""FALCON"", ""DOVE""], ""matching_list"": [""REGGAE"", ""COD"", ""TUNA"", ""CHICKEN"", ""ELEVATOR"", ""PERCH"", ""PORCH"", ""PUNK"", ""ALTERNATIVE"", ""FINCH"", ""FALCON"", ""DOVE""], ""missing_list"": [""HERRING"", ""SKA"", ""CEILING"", ""CLOSET""], ""shown_list"": [""PERCH"", ""REGGAE"", ""PUNK"", ""DOVE"", ""FALCON"", ""HERRING"", ""SKA"", ""CEILING"", ""TUNA"", ""CHICKEN"", ""PORCH"", ""ALTERNATIVE"", ""FINCH"", ""COD"", ""CLOSET"", ""ELEVATOR""], ""num_correct"": 12, ""instructions"": false, ""times"": [2187, 1057, 1435, 1696, 4836, 1354, 2737, 3102, 9002, 9335, 2575, 916], ""correct_sizes"": true, ""used_time"": 45224, ""list_type"": ""categorized_16_5"", ""trial_type"": ""text-recall"", ""trial_index"": 33, ""time_elapsed"": 925760, ""internal_node_id"": ""0.0-35.0"", ""mode"": ""pilot"", ""subject_cond"": ""10"", ""exp"": ""expAv3""}"
debugtJBXj:debughyXUO,6,1.64E+12,"{""type"": ""reminder"", ""success"": false, ""recalled_list"": [""CLOSET"", ""HERRING""], ""matching_list"": [""HERRING""], ""missing_list"": [""SKA"", ""CEILING""], ""shown_list"": [""PERCH"", ""REGGAE"", ""PUNK"", ""DOVE"", ""FALCON"", ""HERRING"", ""SKA"", ""CEILING"", ""TUNA"", ""CHICKEN"", ""PORCH"", ""ALTERNATIVE"", ""FINCH"", ""COD"", ""CLOSET"", ""ELEVATOR""], ""num_correct"": 1, ""instructions"": false, ""times"": [2563, 13828], ""reminder"": ""CLOSET"", ""list_type"": ""categorized_16_5"", ""trial_type"": ""reminder"", ""trial_index"": 34, ""time_elapsed"": 974296, ""internal_node_id"": ""0.0-36.0"", ""mode"": ""pilot"", ""subject_cond"": ""10"", ""exp"": ""expAv3""}"
debugtJBXj:debughyXUO,7,1.64E+12,"{""type"": ""text-recall"", ""success"": false, ""recalled_list"": [""WALTZ"", ""TANGO"", ""FLOOR"", ""WALLS"", ""SHORTS""], ""matching_list"": [""WALTZ"", ""TANGO"", ""FLOOR"", ""WALLS"", ""SHORTS""], ""missing_list"": [""TIE"", ""HAT"", ""ROOF"", ""BUCKET"", ""PITCHFORK"", ""HOSE"", ""ROOM"", ""CLIPPERS"", ""BELT"", ""SWING"", ""BALLET""], ""shown_list"": [""TIE"", ""HAT"", ""ROOF"", ""WALLS"", ""BUCKET"", ""PITCHFORK"", ""HOSE"", ""ROOM"", ""CLIPPERS"", ""BELT"", ""SHORTS"", ""SWING"", ""BALLET"", ""FLOOR"", ""TANGO"", ""WALTZ""], ""num_correct"": 5, ""instructions"": false, ""times"": [3033, 1573, 2956, 2278, 1518], ""correct_sizes"": true, ""used_time"": 26371, ""list_type"": ""categorized_16_2"", ""trial_type"": ""text-recall"", ""trial_index"": 37, ""time_elapsed"": 1059393, ""internal_node_id"": ""0.0-39.0"", ""mode"": ""pilot"", ""subject_cond"": ""10"", ""exp"": ""expAv3""}"
debugtJBXj:debughyXUO,8,1.64E+12,"{""type"": ""reminder"", ""success"": false, ""recalled_list"": [""TIE"", ""BELT"", ""CLIPPERS"", ""HAT""], ""matching_list"": [""BELT"", ""CLIPPERS"", ""HAT""], ""missing_list"": [""ROOF"", ""BUCKET"", ""PITCHFORK"", ""HOSE"", ""ROOM"", ""SWING"", ""BALLET""], ""shown_list"": [""TIE"", ""HAT"", ""ROOF"", ""WALLS"", ""BUCKET"", ""PITCHFORK"", ""HOSE"", ""ROOM"", ""CLIPPERS"", ""BELT"", ""SHORTS"", ""SWING"", ""BALLET"", ""FLOOR"", ""TANGO"", ""WALTZ""], ""num_correct"": 3, ""instructions"": false, ""times"": [2094, 1031, 5034, 49362], ""reminder"": ""TIE"", ""list_type"": ""categorized_16_2"", ""trial_type"": ""reminder"", ""trial_index"": 38, ""time_elapsed"": 1126978, ""internal_node_id"": ""0.0-40.0"", ""mode"": ""pilot"", ""subject_cond"": ""10"", ""exp"": ""expAv3""}"
debugtJBXj:debughyXUO,9,1.64E+12,"{""type"": ""text-recall"", ""success"": false, ""recalled_list"": [""PUZZLE"", ""NINTENDO"", ""WASP"", ""HORNET"", ""MOSQUITO"", ""SOFTBALL"", ""BALL"", ""TRACTOR"", ""WAGON""], ""matching_list"": [""PUZZLE"", ""WASP"", ""HORNET"", ""MOSQUITO"", ""SOFTBALL"", ""BALL"", ""TRACTOR"", ""WAGON""], ""missing_list"": [""KITE"", ""LACROSSE"", ""GYMNASTICS"", ""JET"", ""HELICOPTER"", ""BUTTERFLY"", ""SAILING"", ""NINTENDO""], ""shown_list"": [""WAGON"", ""KITE"", ""LACROSSE"", ""GYMNASTICS"", ""MOSQUITO"", ""WASP"", ""JET"", ""BALL"", ""HORNET"", ""HELICOPTER"", ""SOFTBALL"", ""BUTTERFLY"", ""TRACTOR"", ""SAILING"", ""NINTENDO"", ""PUZZLE""], ""num_correct"": 8, ""instructions"": false, ""times"": [3280, 2449, 1125, 1649, 2652, 4768, 12659, 2712, 11735], ""correct_sizes"": true, ""used_time"": 45335, ""list_type"": ""categorized_16_7"", ""trial_type"": ""text-recall"", ""trial_index"": 41, ""time_elapsed"": 1232041, ""internal_node_id"": ""0.0-43.0"", ""mode"": ""pilot"", ""subject_cond"": ""10"", ""exp"": ""expAv3""}"
debugtJBXj:debughyXUO,10,1.64E+12,"{""type"": ""reminder"", ""success"": false, ""recalled_list"": [""LACROSSE""], ""matching_list"": [], ""missing_list"": [""KITE"", ""GYMNASTICS"", ""JET"", ""HELICOPTER"", ""BUTTERFLY"", ""SAILING"", ""NINTENDO""], ""shown_list"": [""WAGON"", ""KITE"", ""LACROSSE"", ""GYMNASTICS"", ""MOSQUITO"", ""WASP"", ""JET"", ""BALL"", ""HORNET"", ""HELICOPTER"", ""SOFTBALL"", ""BUTTERFLY"", ""TRACTOR"", ""SAILING"", ""NINTENDO"", ""PUZZLE""], ""num_correct"": 0, ""instructions"": false, ""times"": [3989], ""reminder"": ""LACROSSE"", ""list_type"": ""categorized_16_7"", ""trial_type"": ""reminder"", ""trial_index"": 42, ""time_elapsed"": 1280577, ""internal_node_id"": ""0.0-44.0"", ""mode"": ""pilot"", ""subject_cond"": ""10"", ""exp"": ""expAv3""}"
debugtJBXj:debughyXUO,11,1.64E+12,"{""type"": ""text-recall"", ""success"": false, ""recalled_list"": [""DORMITORY"", ""PAPER"", ""NOTE"", ""TRAILER"", ""CASTLE""], ""matching_list"": [""DORMITORY"", ""PAPER"", ""NOTE"", ""TRAILER""], ""missing_list"": [""PALACE"", ""MANUSCRIPT"", ""DUCK"", ""REPORT"", ""HOTEL"", ""JEEP"", ""CANARY"", ""PEACOCK"", ""VAN"", ""CROW"", ""COTTAGE"", ""BICYCLE""], ""shown_list"": [""PALACE"", ""MANUSCRIPT"", ""DUCK"", ""REPORT"", ""HOTEL"", ""JEEP"", ""CANARY"", ""PEACOCK"", ""PAPER"", ""VAN"", ""CROW"", ""COTTAGE"", ""TRAILER"", ""BICYCLE"", ""NOTE"", ""DORMITORY""], ""num_correct"": 4, ""instructions"": false, ""times"": [3864, 2841, 1417, 1702, 1508], ""correct_sizes"": true, ""used_time"": 23101, ""list_type"": ""categorized_16_8"", ""trial_type"": ""text-recall"", ""trial_index"": 45, ""time_elapsed"": 1358917, ""internal_node_id"": ""0.0-47.0"", ""mode"": ""pilot"", ""subject_cond"": ""10"", ""exp"": ""expAv3""}"
debugtJBXj:debughyXUO,12,1.64E+12,"{""type"": ""reminder"", ""success"": false, ""recalled_list"": [""REPORT"", ""MANUSCRIPT"", ""CASTLE"", ""JEEP"", ""VAN""], ""matching_list"": [""MANUSCRIPT"", ""JEEP"", ""VAN""], ""missing_list"": [""PALACE"", ""DUCK"", ""HOTEL"", ""CANARY"", ""PEACOCK"", ""CROW"", ""COTTAGE"", ""BICYCLE""], ""shown_list"": [""PALACE"", ""MANUSCRIPT"", ""DUCK"", ""REPORT"", ""HOTEL"", ""JEEP"", ""CANARY"", ""PEACOCK"", ""PAPER"", ""VAN"", ""CROW"", ""COTTAGE"", ""TRAILER"", ""BICYCLE"", ""NOTE"", ""DORMITORY""], ""num_correct"": 3, ""instructions"": false, ""times"": [3080, 3582, 31727, 15862, 1142], ""reminder"": ""REPORT"", ""list_type"": ""categorized_16_8"", ""trial_type"": ""reminder"", ""trial_index"": 46, ""time_elapsed"": 1430185, ""internal_node_id"": ""0.0-48.0"", ""mode"": ""pilot"", ""subject_cond"": ""10"", ""exp"": ""expAv3""}"
debugtJBXj:debughyXUO,13,1.64E+12,"{""type"": ""text-recall"", ""success"": false, ""recalled_list"": [""SOLAR"", ""STEAM"", ""WATER"", ""NUCLEAR"", ""POLAR""], ""matching_list"": [""SOLAR"", ""STEAM"", ""WATER"", ""NUCLEAR""], ""missing_list"": [""POPLAR"", ""CART"", ""WING"", ""FIR"", ""CARRIAGE"", ""BASEMENT"", ""LOBBY"", ""KITCHEN"", ""BEECH"", ""BIRCH"", ""TROLLEY"", ""BOAT""], ""shown_list"": [""POPLAR"", ""NUCLEAR"", ""CART"", ""WING"", ""FIR"", ""CARRIAGE"", ""BASEMENT"", ""WATER"", ""LOBBY"", ""KITCHEN"", ""BEECH"", ""BIRCH"", ""TROLLEY"", ""BOAT"", ""SOLAR"", ""STEAM""], ""num_correct"": 4, ""instructions"": false, ""times"": [2038, 1378, 1545, 3817, 15007], ""correct_sizes"": true, ""used_time"": 65355, ""list_type"": ""categorized_16_9"", ""trial_type"": ""text-recall"", ""trial_index"": 49, ""time_elapsed"": 1550914, ""internal_node_id"": ""0.0-51.0"", ""mode"": ""pilot"", ""subject_cond"": ""10"", ""exp"": ""expAv3""}"
debugtJBXj:debughyXUO,14,1.64E+12,"{""type"": ""reminder"", ""success"": false, ""recalled_list"": [""POPLAR""], ""matching_list"": [], ""missing_list"": [""CART"", ""WING"", ""FIR"", ""CARRIAGE"", ""BASEMENT"", ""LOBBY"", ""KITCHEN"", ""BEECH"", ""BIRCH"", ""TROLLEY"", ""BOAT""], ""shown_list"": [""POPLAR"", ""NUCLEAR"", ""CART"", ""WING"", ""FIR"", ""CARRIAGE"", ""BASEMENT"", ""WATER"", ""LOBBY"", ""KITCHEN"", ""BEECH"", ""BIRCH"", ""TROLLEY"", ""BOAT"", ""SOLAR"", ""STEAM""], ""num_correct"": 0, ""instructions"": false, ""times"": [3570], ""reminder"": ""POPLAR"", ""list_type"": ""categorized_16_9"", ""trial_type"": ""reminder"", ""trial_index"": 50, ""time_elapsed"": 1579484, ""internal_node_id"": ""0.0-52.0"", ""mode"": ""pilot"", ""subject_cond"": ""10"", ""exp"": ""expAv3""}"
debugtJBXj:debughyXUO,15,1.64E+12,"{""type"": ""text-recall"", ""success"": false, ""recalled_list"": [""GINGER"", ""SAGE"", ""SUGAR"", ""PAMPLET"", ""SYMPHONY"", ""OPERA"", ""TECHNO""], ""matching_list"": [""GINGER"", ""SAGE"", ""SUGAR"", ""PAMPHLET"", ""SYMPHONY"", ""OPERA"", ""TECHNO""], ""missing_list"": [""PLAIN"", ""GORGE"", ""ENCYCLOPEDIA"", ""HILL"", ""VANILLA"", ""POP"", ""BULLETIN"", ""OCEAN"", ""JOURNAL""], ""shown_list"": [""PLAIN"", ""GORGE"", ""SUGAR"", ""ENCYCLOPEDIA"", ""HILL"", ""VANILLA"", ""POP"", ""PAMPHLET"", ""BULLETIN"", ""OCEAN"", ""SYMPHONY"", ""JOURNAL"", ""SAGE"", ""OPERA"", ""TECHNO"", ""GINGER""], ""num_correct"": 7, ""instructions"": false, ""times"": [2441, 1089, 2924, 7389, 6479, 1171, 2830], ""correct_sizes"": true, ""used_time"": 28257, ""list_type"": ""categorized_16_0"", ""trial_type"": ""text-recall"", ""trial_index"": 53, ""time_elapsed"": 1799133, ""internal_node_id"": ""0.0-55.0"", ""mode"": ""pilot"", ""subject_cond"": ""10"", ""exp"": ""expAv3""}"
debugtJBXj:debughyXUO,16,1.64E+12,"{""type"": ""reminder"", ""success"": false, ""recalled_list"": [""POP"", ""OCEAN"", ""ENCLYOPEDIA"", ""BOOKELT"", ""BOOKLET""], ""matching_list"": [""OCEAN"", ""ENCYCLOPEDIA""], ""missing_list"": [""PLAIN"", ""GORGE"", ""HILL"", ""VANILLA"", ""BULLETIN"", ""JOURNAL""], ""shown_list"": [""PLAIN"", ""GORGE"", ""SUGAR"", ""ENCYCLOPEDIA"", ""HILL"", ""VANILLA"", ""POP"", ""PAMPHLET"", ""BULLETIN"", ""OCEAN"", ""SYMPHONY"", ""JOURNAL"", ""SAGE"", ""OPERA"", ""TECHNO"", ""GINGER""], ""num_correct"": 2, ""instructions"": false, ""times"": [5778, 9127, 11046, 5370, 1806], ""reminder"": ""POP"", ""list_type"": ""categorized_16_0"", ""trial_type"": ""reminder"", ""trial_index"": 54, ""time_elapsed"": 1865795, ""internal_node_id"": ""0.0-56.0"", ""mode"": ""pilot"", ""subject_cond"": ""10"", ""exp"": ""expAv3""}"
debugtJBXj:debughyXUO,17,1.64E+12,"{""type"": ""text-recall"", ""success"": false, ""recalled_list"": [""FISHING"", ""BADMINTON"", ""GRAPE"", ""CHERRY""], ""matching_list"": [""FISHING"", ""BADMINTON"", ""GRAPE"", ""CHERRY""], ""missing_list"": [""HARP"", ""PLUM"", ""MANGO"", ""VOLLEYBALL"", ""PENCIL"", ""KEYBOARD"", ""ACCORDION"", ""LEVEL"", ""HARMONICA"", ""AXE"", ""BOLT"", ""TRACK""], ""shown_list"": [""GRAPE"", ""HARP"", ""PLUM"", ""MANGO"", ""VOLLEYBALL"", ""PENCIL"", ""KEYBOARD"", ""ACCORDION"", ""LEVEL"", ""CHERRY"", ""HARMONICA"", ""AXE"", ""BOLT"", ""BADMINTON"", ""TRACK"", ""FISHING""], ""num_correct"": 4, ""instructions"": false, ""times"": [2293, 3924, 2294, 2372], ""correct_sizes"": true, ""used_time"": 18640, ""list_type"": ""categorized_16_4"", ""trial_type"": ""text-recall"", ""trial_index"": 57, ""time_elapsed"": 1939557, ""internal_node_id"": ""0.0-59.0"", ""mode"": ""pilot"", ""subject_cond"": ""10"", ""exp"": ""expAv3""}"
debugtJBXj:debughyXUO,18,1.64E+12,"{""type"": ""reminder"", ""success"": false, ""recalled_list"": [""HARMONICA""], ""matching_list"": [], ""missing_list"": [""HARP"", ""PLUM"", ""MANGO"", ""VOLLEYBALL"", ""PENCIL"", ""KEYBOARD"", ""ACCORDION"", ""LEVEL"", ""AXE"", ""BOLT"", ""TRACK""], ""shown_list"": [""GRAPE"", ""HARP"", ""PLUM"", ""MANGO"", ""VOLLEYBALL"", ""PENCIL"", ""KEYBOARD"", ""ACCORDION"", ""LEVEL"", ""CHERRY"", ""HARMONICA"", ""AXE"", ""BOLT"", ""BADMINTON"", ""TRACK"", ""FISHING""], ""num_correct"": 0, ""instructions"": false, ""times"": [3810], ""reminder"": ""HARMONICA"", ""list_type"": ""categorized_16_4"", ""trial_type"": ""reminder"", ""trial_index"": 58, ""time_elapsed"": 2014793, ""internal_node_id"": ""0.0-60.0"", ""mode"": ""pilot"", ""subject_cond"": ""10"", ""exp"": ""expAv3""}"
debugtJBXj:debughyXUO,19,1.64E+12,"{""type"": ""text-recall"", ""success"": false, ""recalled_list"": [""DIVING"", ""MOTORCYLCE"", ""STREETCAR"", ""SCARLET"", ""BROWN"", ""INDIGO"", ""WRESTLING"", ""FENCING""], ""matching_list"": [""DIVING"", ""MOTORCYCLE"", ""STREETCAR"", ""SCARLET"", ""BROWN"", ""INDIGO"", ""WRESTLING"", ""FENCING""], ""missing_list"": [""GRAY"", ""LINEN"", ""RAYON"", ""FELT"", ""GOLF"", ""CLOTH"", ""TAXI"", ""SUBWAY""], ""shown_list"": [""STREETCAR"", ""GRAY"", ""LINEN"", ""RAYON"", ""FELT"", ""WRESTLING"", ""GOLF"", ""INDIGO"", ""SCARLET"", ""MOTORCYCLE"", ""CLOTH"", ""BROWN"", ""TAXI"", ""SUBWAY"", ""FENCING"", ""DIVING""], ""num_correct"": 8, ""instructions"": false, ""times"": [3332, 2807, 3384, 5934, 1389, 1872, 11004, 1940], ""correct_sizes"": true, ""used_time"": 42189, ""list_type"": ""categorized_16_1"", ""trial_type"": ""text-recall"", ""trial_index"": 61, ""time_elapsed"": 2180983, ""internal_node_id"": ""0.0-63.0"", ""mode"": ""pilot"", ""subject_cond"": ""10"", ""exp"": ""expAv3""}"
debugtJBXj:debughyXUO,20,1.64E+12,"{""type"": ""reminder"", ""success"": false, ""recalled_list"": [""CLOTH"", ""LINEN"", ""GOLF""], ""matching_list"": [""LINEN"", ""GOLF""], ""missing_list"": [""GRAY"", ""RAYON"", ""FELT"", ""TAXI"", ""SUBWAY""], ""shown_list"": [""STREETCAR"", ""GRAY"", ""LINEN"", ""RAYON"", ""FELT"", ""WRESTLING"", ""GOLF"", ""INDIGO"", ""SCARLET"", ""MOTORCYCLE"", ""CLOTH"", ""BROWN"", ""TAXI"", ""SUBWAY"", ""FENCING"", ""DIVING""], ""num_correct"": 2, ""instructions"": false, ""times"": [1858, 2385, 14983], ""reminder"": ""CLOTH"", ""list_type"": ""categorized_16_1"", ""trial_type"": ""reminder"", ""trial_index"": 62, ""time_elapsed"": 2232920, ""internal_node_id"": ""0.0-64.0"", ""mode"": ""pilot"", ""subject_cond"": ""10"", ""exp"": ""expAv3""}"
debugtJBXj:debughyXUO,21,1.64E+12,"{""type"": ""survey-text"", ""responses"": ""{\""Q0\"":\""no everything went fine\""}"", ""trial_type"": ""survey-text"", ""trial_index"": 65, ""time_elapsed"": 2260823, ""internal_node_id"": ""0.0-67.0"", ""mode"": ""pilot"", ""subject_cond"": ""10"", ""exp"": ""expAv3""}"
debugtJBXj:debughyXUO,22,1.64E+12,"{""id"": ""debugtJBXj:debughyXUO"", ""type"": ""total-points"", ""total_points"": 78}"
debugCfPGV:debugP0etO,0,1.64E+12,"{""type"": ""survey-text"", ""responses"": ""{\""Q0\"":\""6168d2ff1a747e610a2b96a8\""}"", ""trial_type"": ""survey-text"", ""trial_index"": 0, ""time_elapsed"": 2603, ""internal_node_id"": ""0.0-0.0"", ""mode"": ""pilot"", ""subject_cond"": ""11"", ""exp"": ""expAv3""}"
debugCfPGV:debugP0etO,1,1.64E+12,"{""type"": ""text-recall"", ""success"": false, ""recalled_list"": [""RAVINE"", ""MONSOON"", ""SEA"", ""CARRIAGE"", ""GALE"", ""PLAIN"", ""FROST"", ""SHEEP"", ""JEEP"", ""PALE"", ""TIGER"", ""ANTELOPE"", ""DEER""], ""matching_list"": [""RAVINE"", ""MONSOON"", ""SEA"", ""CARRIAGE"", ""GALE"", ""PLAIN"", ""FROST"", ""SHEEP"", ""JEEP"", ""TIGER"", ""ANTELOPE"", ""DEER""], ""missing_list"": [""CART"", ""WIND"", ""HELICOPTER"", ""LAKE""], ""shown_list"": [""CART"", ""MONSOON"", ""SEA"", ""TIGER"", ""ANTELOPE"", ""JEEP"", ""SHEEP"", ""DEER"", ""GALE"", ""WIND"", ""HELICOPTER"", ""PLAIN"", ""FROST"", ""LAKE"", ""CARRIAGE"", ""RAVINE""], ""num_correct"": 12, ""instructions"": false, ""times"": [2679, 1319, 583, 3306, 767, 1987, 2966, 7542, 893, 14164, 843, 2076, 788], ""correct_sizes"": true, ""used_time"": 90000, ""list_type"": ""categorized_16_8"", ""trial_type"": ""text-recall"", ""trial_index"": 25, ""time_elapsed"": 595244, ""internal_node_id"": ""0.0-27.0"", ""mode"": ""pilot"", ""subject_cond"": ""11"", ""exp"": ""expAv3""}"
debugCfPGV:debugP0etO,2,1.64E+12,"{""type"": ""reminder"", ""success"": false, ""recalled_list"": [], ""matching_list"": [], ""missing_list"": [], ""shown_list"": [""CART"", ""MONSOON"", ""SEA"", ""TIGER"", ""ANTELOPE"", ""JEEP"", ""SHEEP"", ""DEER"", ""GALE"", ""WIND"", ""HELICOPTER"", ""PLAIN"", ""FROST"", ""LAKE"", ""CARRIAGE"", ""RAVINE""], ""num_correct"": 0, ""instructions"": false, ""times"": [], ""reminder"": """", ""list_type"": ""categorized_16_8"", ""trial_type"": ""reminder"", ""trial_index"": 26, ""time_elapsed"": 596249, ""internal_node_id"": ""0.0-28.0"", ""mode"": ""pilot"", ""subject_cond"": ""11"", ""exp"": ""expAv3""}"
debugCfPGV:debugP0etO,3,1.64E+12,"{""type"": ""text-recall"", ""success"": false, ""recalled_list"": [""COD"", ""TUNA"", ""CATFISH"", ""OIL"", ""PERCH"", ""CYCLONE"", ""TYPHOON"", ""WATER""], ""matching_list"": [""COD"", ""TUNA"", ""CATFISH"", ""OIL"", ""PERCH"", ""CYCLONE"", ""WATER""], ""missing_list"": [""INSTRUMENTAL"", ""BLUEGRASS"", ""ALTERNATIVE"", ""NUCLEAR"", ""FOG"", ""SOLAR"", ""SYMPHONY"", ""HAIL"", ""THUNDER""], ""shown_list"": [""CYCLONE"", ""CATFISH"", ""INSTRUMENTAL"", ""BLUEGRASS"", ""ALTERNATIVE"", ""NUCLEAR"", ""FOG"", ""SOLAR"", ""SYMPHONY"", ""HAIL"", ""PERCH"", ""THUNDER"", ""OIL"", ""WATER"", ""TUNA"", ""COD""], ""num_correct"": 7, ""instructions"": false, ""times"": [1586, 821, 1696, 755, 965, 3367, 5357, 12841], ""correct_sizes"": true, ""used_time"": 90000, ""list_type"": ""categorized_16_9"", ""trial_type"": ""text-recall"", ""trial_index"": 29, ""time_elapsed"": 744505, ""internal_node_id"": ""0.0-31.0"", ""mode"": ""pilot"", ""subject_cond"": ""11"", ""exp"": ""expAv3""}"
debugCfPGV:debugP0etO,4,1.64E+12,"{""type"": ""reminder"", ""success"": false, ""recalled_list"": [], ""matching_list"": [], ""missing_list"": [], ""shown_list"": [""CYCLONE"", ""CATFISH"", ""INSTRUMENTAL"", ""BLUEGRASS"", ""ALTERNATIVE"", ""NUCLEAR"", ""FOG"", ""SOLAR"", ""SYMPHONY"", ""HAIL"", ""PERCH"", ""THUNDER"", ""OIL"", ""WATER"", ""TUNA"", ""COD""], ""num_correct"": 0, ""instructions"": false, ""times"": [], ""reminder"": """", ""list_type"": ""categorized_16_9"", ""trial_type"": ""reminder"", ""trial_index"": 30, ""time_elapsed"": 745526, ""internal_node_id"": ""0.0-32.0"", ""mode"": ""pilot"", ""subject_cond"": ""11"", ""exp"": ""expAv3""}"
debugCfPGV:debugP0etO,5,1.64E+12,"{""type"": ""text-recall"", ""success"": false, ""recalled_list"": [""STRAWBERRY"", ""CHERRY"", ""FIG"", ""PLUM"", ""NOTE"", ""LETTER"", ""WOLF"", ""COW"", ""FOX"", ""MAROON"", ""GRAY"", ""TAN"", ""INDIGO""], ""matching_list"": [""STRAWBERRY"", ""CHERRY"", ""FIG"", ""PLUM"", ""NOTE"", ""LETTER"", ""WOLF"", ""COW"", ""FOX"", ""MAROON"", ""GRAY"", ""TAN"", ""INDIGO""], ""missing_list"": [""DONKEY"", ""REPORT"", ""JOURNAL""], ""shown_list"": [""DONKEY"", ""STRAWBERRY"", ""CHERRY"", ""WOLF"", ""FIG"", ""NOTE"", ""LETTER"", ""GRAY"", ""REPORT"", ""COW"", ""TAN"", ""INDIGO"", ""JOURNAL"", ""FOX"", ""MAROON"", ""PLUM""], ""num_correct"": 13, ""instructions"": false, ""times"": [3176, 1025, 795, 1093, 1074, 1562, 1445, 2060, 2944, 974, 1437, 2517, 2252], ""correct_sizes"": true, ""used_time"": 90000, ""list_type"": ""categorized_16_0"", ""trial_type"": ""text-recall"", ""trial_index"": 33, ""time_elapsed"": 889958, ""internal_node_id"": ""0.0-35.0"", ""mode"": ""pilot"", ""subject_cond"": ""11"", ""exp"": ""expAv3""}"
