debuguiW6X:debugITEf6,0,1.64E+12,"{""type"": ""survey-text"", ""responses"": ""{\""Q0\"":\""5f96ecaca0ed8c01b13dd7c4\""}"", ""trial_type"": ""survey-text"", ""trial_index"": 0, ""time_elapsed"": 17265, ""internal_node_id"": ""0.0-0.0"", ""mode"": ""pilot"", ""subject_cond"": ""0"", ""exp"": ""expAv3""}"
debugjHiAt:debugtsSZL,19,1.64E+12,"{""type"": ""text-recall"", ""success"": false, ""recalled_list"": [""PIG"", ""WOLF"", ""PENCIL"", ""JOURNAL"", ""PAPER"", ""RULER"", ""NOTEPAD"", ""DEER"", ""WOLF"", ""SHARK"", ""DRILL""], ""matching_list"": [""PIG"", ""WOLF"", ""PENCIL"", ""JOURNAL"", ""PAPER"", ""RULER"", ""DEER"", ""SHARK"", ""DRILL""], ""missing_list"": [""BOLT"", ""CARP"", ""NOTE"", ""GOAT"", ""PERCH"", ""CATFISH"", ""ENCYCLOPEDIA""], ""shown_list"": [""BOLT"", ""DEER"", ""SHARK"", ""PAPER"", ""CARP"", ""PENCIL"", ""JOURNAL"", ""NOTE"", ""GOAT"", ""PERCH"", ""CATFISH"", ""ENCYCLOPEDIA"", ""RULER"", ""WOLF"", ""DRILL"", ""PIG""], ""num_correct"": 9, ""instructions"": false, ""times"": [1532, 1728, 1911, 5185, 1534, 3786, 2007, 12177, 3079, 1137, 1472], ""correct_sizes"": true, ""used_time"": 38747, ""list_type"": ""categorized_16_3"", ""trial_type"": ""text-recall"", ""trial_index"": 61, ""time_elapsed"": 1952715, ""internal_node_id"": ""0.0-63.0"", ""mode"": ""pilot"", ""subject_cond"": ""4"", ""exp"": ""expAv3""}"
debugjHiAt:debugtsSZL,20,1.64E+12,"{""type"": ""reminder"", ""success"": false, ""recalled_list"": [], ""matching_list"": [], ""missing_list"": [""BOLT"", ""CARP"", ""NOTE"", ""GOAT"", ""PERCH"", ""CATFISH""], ""shown_list"": [""BOLT"", ""DEER"", ""SHARK"", ""PAPER"", ""CARP"", ""PENCIL"", ""JOURNAL"", ""NOTE"", ""GOAT"", ""PERCH"", ""CATFISH"", ""ENCYCLOPEDIA"", ""RULER"", ""WOLF"", ""DRILL"", ""PIG""], ""num_correct"": 0, ""instructions"": false, ""times"": [], ""reminder"": ""ENCYCLOPEDIA"", ""list_type"": ""categorized_16_3"", ""trial_type"": ""reminder"", ""trial_index"": 62, ""time_elapsed"": 2008238, ""internal_node_id"": ""0.0-64.0"", ""mode"": ""pilot"", ""subject_cond"": ""4"", ""exp"": ""expAv3""}"
debugjHiAt:debugtsSZL,21,1.64E+12,"{""type"": ""survey-text"", ""responses"": ""{\""Q0\"":\""\""}"", ""trial_type"": ""survey-text"", ""trial_index"": 65, ""time_elapsed"": 2022649, ""internal_node_id"": ""0.0-67.0"", ""mode"": ""pilot"", ""subject_cond"": ""4"", ""exp"": ""expAv3""}"
debugjHiAt:debugtsSZL,22,1.64E+12,"{""id"": ""debugjHiAt:debugtsSZL"", ""type"": ""total-points"", ""total_points"": 92}"
debugqhzqd:debugDUpJ5,0,1.64E+12,"{""type"": ""survey-text"", ""responses"": ""{\""Q0\"":\""603e66c867d4bcef6f7af649\""}"", ""trial_type"": ""survey-text"", ""trial_index"": 0, ""time_elapsed"": 12578, ""internal_node_id"": ""0.0-0.0"", ""mode"": ""pilot"", ""subject_cond"": ""9"", ""exp"": ""expAv3""}"
debugqhzqd:debugDUpJ5,1,1.64E+12,"{""type"": ""text-recall"", ""success"": false, ""recalled_list"": [""GOSPEL"", ""ANTILOPE"", ""BEACH"", ""SHEEP"", ""EUCALYPTUS"", ""ANTILOPE"", ""WILLOW"", ""SQUIRREL"", ""POP"", ""SYMPHONY""], ""matching_list"": [""GOSPEL"", ""SHEEP"", ""EUCALYPTUS"", ""WILLOW"", ""SQUIRREL"", ""POP"", ""SYMPHONY""], ""missing_list"": [""PLAIN"", ""GLACIER"", ""BEECH"", ""ANTELOPE"", ""VOLCANO"", ""POPLAR"", ""STREAM"", ""FOX"", ""ALTERNATIVE""], ""shown_list"": [""PLAIN"", ""GLACIER"", ""BEECH"", ""SHEEP"", ""EUCALYPTUS"", ""ANTELOPE"", ""WILLOW"", ""SQUIRREL"", ""VOLCANO"", ""POP"", ""SYMPHONY"", ""POPLAR"", ""STREAM"", ""FOX"", ""ALTERNATIVE"", ""GOSPEL""], ""num_correct"": 7, ""instructions"": false, ""times"": [3159, 2058, 9469, 1099, 3971, 1318, 2349, 4470, 5723, 3206], ""correct_sizes"": true, ""used_time"": 38226, ""list_type"": ""categorized_16_8"", ""trial_type"": ""text-recall"", ""trial_index"": 37, ""time_elapsed"": 816073, ""internal_node_id"": ""0.0-27.0"", ""mode"": ""pilot"", ""subject_cond"": ""9"", ""exp"": ""expAv3""}"
debugqhzqd:debugDUpJ5,2,1.64E+12,"{""type"": ""reminder"", ""success"": false, ""recalled_list"": [""POPLAR"", ""STREAM"", ""FOX"", ""ALTERNATIVE"", """", """"], ""matching_list"": [""STREAM"", ""FOX"", ""ALTERNATIVE""], ""missing_list"": [""PLAIN"", ""GLACIER"", ""BEECH"", ""ANTELOPE"", ""VOLCANO""], ""shown_list"": [""PLAIN"", ""GLACIER"", ""BEECH"", ""SHEEP"", ""EUCALYPTUS"", ""ANTELOPE"", ""WILLOW"", ""SQUIRREL"", ""VOLCANO"", ""POP"", ""SYMPHONY"", ""POPLAR"", ""STREAM"", ""FOX"", ""ALTERNATIVE"", ""GOSPEL""], ""num_correct"": 3, ""instructions"": false, ""times"": [2281, 6223, 809, 5035, 8571, 16901], ""reminder"": ""POPLAR"", ""list_type"": ""categorized_16_8"", ""trial_type"": ""reminder"", ""trial_index"": 38, ""time_elapsed"": 872154, ""internal_node_id"": ""0.0-28.0"", ""mode"": ""pilot"", ""subject_cond"": ""9"", ""exp"": ""expAv3""}"
debugqhzqd:debugDUpJ5,3,1.64E+12,"{""type"": ""text-recall"", ""success"": false, ""recalled_list"": [""WOLF"", ""PIG"", ""MOOSE"", ""ATTIC"", ""BLIZZARD"", ""RAIN"", ""FLOOD""], ""matching_list"": [""WOLF"", ""PIG"", ""MOOSE"", ""ATTIC"", ""BLIZZARD"", ""RAIN"", ""FLOOD""], ""missing_list"": [""WING"", ""VALLEY"", ""BEAR"", ""FROST"", ""FLOOR"", ""ROOM"", ""OCEAN"", ""GORGE"", ""LAKE""], ""shown_list"": [""WOLF"", ""WING"", ""VALLEY"", ""BLIZZARD"", ""BEAR"", ""FLOOD"", ""FROST"", ""FLOOR"", ""ROOM"", ""OCEAN"", ""GORGE"", ""MOOSE"", ""PIG"", ""ATTIC"", ""RAIN"", ""LAKE""], ""num_correct"": 7, ""instructions"": false, ""times"": [2156, 1149, 1029, 1169, 2902, 1254, 1229], ""correct_sizes"": true, ""used_time"": 13294, ""list_type"": ""categorized_16_9"", ""trial_type"": ""text-recall"", ""trial_index"": 41, ""time_elapsed"": 957841, ""internal_node_id"": ""0.0-31.0"", ""mode"": ""pilot"", ""subject_cond"": ""9"", ""exp"": ""expAv3""}"
debugqhzqd:debugDUpJ5,4,1.64E+12,"{""type"": ""reminder"", ""success"": false, ""recalled_list"": [""BEAR"", ""WING"", """"], ""matching_list"": [""BEAR""], ""missing_list"": [""VALLEY"", ""FROST"", ""FLOOR"", ""ROOM"", ""OCEAN"", ""GORGE"", ""LAKE""], ""shown_list"": [""WOLF"", ""WING"", ""VALLEY"", ""BLIZZARD"", ""BEAR"", ""FLOOD"", ""FROST"", ""FLOOR"", ""ROOM"", ""OCEAN"", ""GORGE"", ""MOOSE"", ""PIG"", ""ATTIC"", ""RAIN"", ""LAKE""], ""num_correct"": 1, ""instructions"": false, ""times"": [1630, 800, 35559], ""reminder"": ""WING"", ""list_type"": ""categorized_16_9"", ""trial_type"": ""reminder"", ""trial_index"": 42, ""time_elapsed"": 1038479, ""internal_node_id"": ""0.0-32.0"", ""mode"": ""pilot"", ""subject_cond"": ""9"", ""exp"": ""expAv3""}"
debugqhzqd:debugDUpJ5,5,1.64E+12,"{""type"": ""text-recall"", ""success"": false, ""recalled_list"": [""CLIFF"", ""BOLT"", ""RIVER"", ""DRILL"", ""WATERFALL"", ""PENCIL"", ""FIDDLE"", ""HARMONICA"", ""SPARROW"", ""AXE"", ""SWAN"", ""DUCK"", """", """", """", """", """", """", """"], ""matching_list"": [""CLIFF"", ""BOLT"", ""RIVER"", ""DRILL"", ""WATERFALL"", ""PENCIL"", ""FIDDLE"", ""HARMONICA"", ""SPARROW"", ""AXE"", ""SWAN"", ""DUCK""], ""missing_list"": [""RIDGE"", ""CLARINET"", ""VULTURE"", ""BANJO""], ""shown_list"": [""RIDGE"", ""CLARINET"", ""CLIFF"", ""BOLT"", ""RIVER"", ""DRILL"", ""WATERFALL"", ""PENCIL"", ""FIDDLE"", ""HARMONICA"", ""SPARROW"", ""AXE"", ""DUCK"", ""VULTURE"", ""BANJO"", ""SWAN""], ""num_correct"": 12, ""instructions"": false, ""times"": [12146, 2876, 1883, 3043, 4115, 2228, 4604, 2952, 2712, 3761, 1353, 999, 13795, 1483, 165, 180, 170, 184, 170], ""correct_sizes"": true, ""used_time"": 60326, ""list_type"": ""categorized_16_7"", ""trial_type"": ""text-recall"", ""trial_index"": 45, ""time_elapsed"": 1172239, ""internal_node_id"": ""0.0-35.0"", ""mode"": ""pilot"", ""subject_cond"": ""9"", ""exp"": ""expAv3""}"
debugqhzqd:debugDUpJ5,6,1.64E+12,"{""type"": ""reminder"", ""success"": false, ""recalled_list"": [""RIDGE"", """", """"], ""matching_list"": [], ""missing_list"": [""CLARINET"", ""VULTURE"", ""BANJO""], ""shown_list"": [""RIDGE"", ""CLARINET"", ""CLIFF"", ""BOLT"", ""RIVER"", ""DRILL"", ""WATERFALL"", ""PENCIL"", ""FIDDLE"", ""HARMONICA"", ""SPARROW"", ""AXE"", ""DUCK"", ""VULTURE"", ""BANJO"", ""SWAN""], ""num_correct"": 0, ""instructions"": false, ""times"": [2276, 276, 21264], ""reminder"": ""RIDGE"", ""list_type"": ""categorized_16_7"", ""trial_type"": ""reminder"", ""trial_index"": 46, ""time_elapsed"": 1206207, ""internal_node_id"": ""0.0-36.0"", ""mode"": ""pilot"", ""subject_cond"": ""9"", ""exp"": ""expAv3""}"
debugqhzqd:debugDUpJ5,7,1.64E+12,"{""type"": ""text-recall"", ""success"": false, ""recalled_list"": [""TRACKBOAT"", ""STEAMBOAT"", ""BUNGALOW"", ""WRESTLING""], ""matching_list"": [""STEAMBOAT"", ""BUNGALOW"", ""WRESTLING""], ""missing_list"": [""TRACK"", ""DORMITORY"", ""MANSION"", ""FINCH"", ""DESTROYER"", ""COTTAGE"", ""HANDBALL"", ""BATTLESHIP"", ""CROW"", ""PEACOCK"", ""FALCON"", ""FERRY"", ""SWIMMING""], ""shown_list"": [""TRACK"", ""DORMITORY"", ""BUNGALOW"", ""STEAMBOAT"", ""MANSION"", ""FINCH"", ""DESTROYER"", ""COTTAGE"", ""HANDBALL"", ""BATTLESHIP"", ""CROW"", ""PEACOCK"", ""FALCON"", ""WRESTLING"", ""FERRY"", ""SWIMMING""], ""num_correct"": 3, ""instructions"": false, ""times"": [4726, 2892, 3521, 6602], ""correct_sizes"": true, ""used_time"": 38779, ""list_type"": ""categorized_16_2"", ""trial_type"": ""text-recall"", ""trial_index"": 49, ""time_elapsed"": 1301502, ""internal_node_id"": ""0.0-39.0"", ""mode"": ""pilot"", ""subject_cond"": ""9"", ""exp"": ""expAv3""}"
debugqhzqd:debugDUpJ5,8,1.64E+12,"{""type"": ""reminder"", ""success"": false, ""recalled_list"": [""SWIMMING"", """"], ""matching_list"": [], ""missing_list"": [""TRACK"", ""DORMITORY"", ""MANSION"", ""FINCH"", ""DESTROYER"", ""COTTAGE"", ""HANDBALL"", ""BATTLESHIP"", ""CROW"", ""PEACOCK"", ""FALCON"", ""FERRY""], ""shown_list"": [""TRACK"", ""DORMITORY"", ""BUNGALOW"", ""STEAMBOAT"", ""MANSION"", ""FINCH"", ""DESTROYER"", ""COTTAGE"", ""HANDBALL"", ""BATTLESHIP"", ""CROW"", ""PEACOCK"", ""FALCON"", ""WRESTLING"", ""FERRY"", ""SWIMMING""], ""num_correct"": 0, ""instructions"": false, ""times"": [4011, 25073], ""reminder"": ""SWIMMING"", ""list_type"": ""categorized_16_2"", ""trial_type"": ""reminder"", ""trial_index"": 50, ""time_elapsed"": 1357162, ""internal_node_id"": ""0.0-40.0"", ""mode"": ""pilot"", ""subject_cond"": ""9"", ""exp"": ""expAv3""}"
debugqhzqd:debugDUpJ5,9,1.64E+12,"{""type"": ""text-recall"", ""success"": false, ""recalled_list"": [""ISLAND"", ""BEETLE"", ""BUTTERFLY"", ""CANYON"", ""NUCLEAR"", ""MOTH"", ""WASPS"", ""WASP"", ""ELECTRICITY"", ""BATHROOM""], ""matching_list"": [""ISLAND"", ""BEETLE"", ""BUTTERFLY"", ""CANYON"", ""NUCLEAR"", ""WASP"", ""ELECTRICITY"", ""BATHROOM""], ""missing_list"": [""ROOF"", ""SEA"", ""CEILING"", ""STEAM"", ""CAVE"", ""WORM"", ""WATER"", ""CELLAR""], ""shown_list"": [""BEETLE"", ""BUTTERFLY"", ""ROOF"", ""WASP"", ""ELECTRICITY"", ""SEA"", ""ISLAND"", ""BATHROOM"", ""CEILING"", ""STEAM"", ""NUCLEAR"", ""CAVE"", ""WORM"", ""WATER"", ""CANYON"", ""CELLAR""], ""num_correct"": 8, ""instructions"": false, ""times"": [1872, 1363, 1824, 3667, 9755, 14404, 2642, 1883, 6328, 3056], ""correct_sizes"": true, ""used_time"": 48146, ""list_type"": ""categorized_16_0"", ""trial_type"": ""text-recall"", ""trial_index"": 53, ""time_elapsed"": 1468712, ""internal_node_id"": ""0.0-43.0"", ""mode"": ""pilot"", ""subject_cond"": ""9"", ""exp"": ""expAv3""}"
debugqhzqd:debugDUpJ5,10,1.64E+12,"{""type"": ""reminder"", ""success"": false, ""recalled_list"": [""STEAM"", """"], ""matching_list"": [], ""missing_list"": [""ROOF"", ""SEA"", ""CEILING"", ""CAVE"", ""WORM"", ""WATER"", ""CELLAR""], ""shown_list"": [""BEETLE"", ""BUTTERFLY"", ""ROOF"", ""WASP"", ""ELECTRICITY"", ""SEA"", ""ISLAND"", ""BATHROOM"", ""CEILING"", ""STEAM"", ""NUCLEAR"", ""CAVE"", ""WORM"", ""WATER"", ""CANYON"", ""CELLAR""], ""num_correct"": 0, ""instructions"": false, ""times"": [1940, 22429], ""reminder"": ""STEAM"", ""list_type"": ""categorized_16_0"", ""trial_type"": ""reminder"", ""trial_index"": 54, ""time_elapsed"": 1515204, ""internal_node_id"": ""0.0-44.0"", ""mode"": ""pilot"", ""subject_cond"": ""9"", ""exp"": ""expAv3""}"
debugqhzqd:debugDUpJ5,11,1.64E+12,"{""type"": ""text-recall"", ""success"": false, ""recalled_list"": [""CHERRY"", ""GINGER"", ""PLUM"", ""SUNSHINE"", ""BLOCKS"", ""FIG"", ""MANGO~""], ""matching_list"": [""CHERRY"", ""GINGER"", ""PLUM"", ""SUNSHINE"", ""BLOCKS"", ""FIG""], ""missing_list"": [""BALL"", ""THUNDER"", ""VANILLA"", ""SUGAR"", ""SAGE"", ""KITE"", ""MANGO"", ""MONSOON"", ""FOG"", ""PUZZLE""], ""shown_list"": [""CHERRY"", ""PLUM"", ""GINGER"", ""BALL"", ""THUNDER"", ""SUNSHINE"", ""BLOCKS"", ""VANILLA"", ""SUGAR"", ""SAGE"", ""KITE"", ""MANGO"", ""MONSOON"", ""FOG"", ""FIG"", ""PUZZLE""], ""num_correct"": 6, ""instructions"": false, ""times"": [5435, 2731, 3801, 1953, 2397, 1963, 8557], ""correct_sizes"": false, ""used_time"": 28066, ""list_type"": ""categorized_16_1"", ""trial_type"": ""text-recall"", ""trial_index"": 57, ""time_elapsed"": 1616806, ""internal_node_id"": ""0.0-47.0"", ""mode"": ""pilot"", ""subject_cond"": ""9"", ""exp"": ""expAv3""}"
debugqhzqd:debugDUpJ5,12,1.64E+12,"{""type"": ""reminder"", ""success"": false, ""recalled_list"": [""KITE"", """", """", """", """", """", ""KITE""], ""matching_list"": [], ""missing_list"": [""BALL"", ""THUNDER"", ""VANILLA"", ""SUGAR"", ""SAGE"", ""MANGO"", ""MONSOON"", ""FOG"", ""PUZZLE""], ""shown_list"": [""CHERRY"", ""PLUM"", ""GINGER"", ""BALL"", ""THUNDER"", ""SUNSHINE"", ""BLOCKS"", ""VANILLA"", ""SUGAR"", ""SAGE"", ""KITE"", ""MANGO"", ""MONSOON"", ""FOG"", ""FIG"", ""PUZZLE""], ""num_correct"": 0, ""instructions"": false, ""times"": [2948, 49036, 190, 165, 204, 200, 2797], ""reminder"": ""KITE"", ""list_type"": ""categorized_16_1"", ""trial_type"": ""reminder"", ""trial_index"": 58, ""time_elapsed"": 1682748, ""internal_node_id"": ""0.0-48.0"", ""mode"": ""pilot"", ""subject_cond"": ""9"", ""exp"": ""expAv3""}"
debugqhzqd:debugDUpJ5,13,1.64E+12,"{""type"": ""text-recall"", ""success"": false, ""recalled_list"": [""ENCYCOLPEDIA"", ""RABBIT"", ""TIGER"", ""PAPER"", ""MANUSCRIPT"", ""TRAIN"", ""PAPER"", ""LIZARD""], ""matching_list"": [""ENCYCLOPEDIA"", ""RABBIT"", ""TIGER"", ""PAPER"", ""MANUSCRIPT"", ""TRAIN"", ""LIZARD""], ""missing_list"": [""KITCHEN"", ""MOTORCYCLE"", ""JET"", ""TURTLE"", ""ESSAY"", ""LOBBY"", ""TRACTOR"", ""ENTRANCE"", ""ELEVATOR""], ""shown_list"": [""KITCHEN"", ""MANUSCRIPT"", ""RABBIT"", ""MOTORCYCLE"", ""JET"", ""TURTLE"", ""ESSAY"", ""ENCYCLOPEDIA"", ""LOBBY"", ""TRACTOR"", ""PAPER"", ""TIGER"", ""ENTRANCE"", ""LIZARD"", ""TRAIN"", ""ELEVATOR""], ""num_correct"": 7, ""instructions"": false, ""times"": [6649, 2158, 1120, 968, 1598, 2788, 1144, 1812], ""correct_sizes"": true, ""used_time"": 22938, ""list_type"": ""categorized_16_5"", ""trial_type"": ""text-recall"", ""trial_index"": 61, ""time_elapsed"": 1762979, ""internal_node_id"": ""0.0-51.0"", ""mode"": ""pilot"", ""subject_cond"": ""9"", ""exp"": ""expAv3""}"
debugqhzqd:debugDUpJ5,14,1.64E+12,"{""type"": ""reminder"", ""success"": false, ""recalled_list"": [""ESSAY"", """"], ""matching_list"": [], ""missing_list"": [""KITCHEN"", ""MOTORCYCLE"", ""JET"", ""TURTLE"", ""LOBBY"", ""TRACTOR"", ""ENTRANCE"", ""ELEVATOR""], ""shown_list"": [""KITCHEN"", ""MANUSCRIPT"", ""RABBIT"", ""MOTORCYCLE"", ""JET"", ""TURTLE"", ""ESSAY"", ""ENCYCLOPEDIA"", ""LOBBY"", ""TRACTOR"", ""PAPER"", ""TIGER"", ""ENTRANCE"", ""LIZARD"", ""TRAIN"", ""ELEVATOR""], ""num_correct"": 0, ""instructions"": false, ""times"": [3079, 34692], ""reminder"": ""ESSAY"", ""list_type"": ""categorized_16_5"", ""trial_type"": ""reminder"", ""trial_index"": 62, ""time_elapsed"": 1834129, ""internal_node_id"": ""0.0-52.0"", ""mode"": ""pilot"", ""subject_cond"": ""9"", ""exp"": ""expAv3""}"
debugqhzqd:debugDUpJ5,15,1.64E+12,"{""type"": ""text-recall"", ""success"": false, ""recalled_list"": [""PITCHFORK"", ""HOSE"", ""LACE"", ""LINEN"", ""CLOTH"", ""CABINET""], ""matching_list"": [""PITCHFORK"", ""HOSE"", ""LACE"", ""LINEN"", ""CLOTH"", ""CABINET""], ""missing_list"": [""OTTOMAN"", ""DROUGHT"", ""GALE"", ""CYCLONE"", ""BUCKET"", ""EARTHQUAKE"", ""DESK"", ""CLIPPERS"", ""FELT"", ""LAMP""], ""shown_list"": [""OTTOMAN"", ""HOSE"", ""DROUGHT"", ""GALE"", ""CYCLONE"", ""BUCKET"", ""PITCHFORK"", ""LACE"", ""LINEN"", ""EARTHQUAKE"", ""DESK"", ""CLIPPERS"", ""FELT"", ""LAMP"", ""CLOTH"", ""CABINET""], ""num_correct"": 6, ""instructions"": false, ""times"": [2692, 749, 749, 1099, 1555, 9137], ""correct_sizes"": true, ""used_time"": 17125, ""list_type"": ""categorized_16_3"", ""trial_type"": ""text-recall"", ""trial_index"": 65, ""time_elapsed"": 2022570, ""internal_node_id"": ""0.0-55.0"", ""mode"": ""pilot"", ""subject_cond"": ""9"", ""exp"": ""expAv3""}"
debugqhzqd:debugDUpJ5,16,1.64E+12,"{""type"": ""reminder"", ""success"": false, ""recalled_list"": [""FELT"", ""HAY""], ""matching_list"": [], ""missing_list"": [""OTTOMAN"", ""DROUGHT"", ""GALE"", ""CYCLONE"", ""BUCKET"", ""EARTHQUAKE"", ""DESK"", ""CLIPPERS"", ""LAMP""], ""shown_list"": [""OTTOMAN"", ""HOSE"", ""DROUGHT"", ""GALE"", ""CYCLONE"", ""BUCKET"", ""PITCHFORK"", ""LACE"", ""LINEN"", ""EARTHQUAKE"", ""DESK"", ""CLIPPERS"", ""FELT"", ""LAMP"", ""CLOTH"", ""CABINET""], ""num_correct"": 0, ""instructions"": false, ""times"": [2021, 619], ""reminder"": ""FELT"", ""list_type"": ""categorized_16_3"", ""trial_type"": ""reminder"", ""trial_index"": 66, ""time_elapsed"": 2099332, ""internal_node_id"": ""0.0-56.0"", ""mode"": ""pilot"", ""subject_cond"": ""9"", ""exp"": ""expAv3""}"
debugqhzqd:debugDUpJ5,17,1.64E+12,"{""type"": ""text-recall"", ""success"": false, ""recalled_list"": [""CLOUDS"", ""WINDY"", ""TECHNO"", ""CLARK"", ""SHARK"", ""WINDY"", ""REGGAE"", ""TYPHOON"", ""TUNA""], ""matching_list"": [""CLOUDS"", ""TECHNO"", ""SHARK"", ""REGGAE"", ""TYPHOON"", ""TUNA""], ""missing_list"": [""CARP"", ""TSUNAMI"", ""LETTER"", ""BOOKLET"", ""CATFISH"", ""PAMPHLET"", ""WIND"", ""REPORT"", ""SKA"", ""BLUES""], ""shown_list"": [""CLOUDS"", ""REGGAE"", ""TECHNO"", ""CARP"", ""TSUNAMI"", ""SHARK"", ""LETTER"", ""TUNA"", ""BOOKLET"", ""CATFISH"", ""PAMPHLET"", ""TYPHOON"", ""WIND"", ""REPORT"", ""SKA"", ""BLUES""], ""num_correct"": 6, ""instructions"": false, ""times"": [2064, 1283, 2958, 1089, 799, 3821, 1224, 3781, 855], ""correct_sizes"": true, ""used_time"": 19143, ""list_type"": ""categorized_16_6"", ""trial_type"": ""text-recall"", ""trial_index"": 69, ""time_elapsed"": 2207086, ""internal_node_id"": ""0.0-59.0"", ""mode"": ""pilot"", ""subject_cond"": ""9"", ""exp"": ""expAv3""}"
debugqhzqd:debugDUpJ5,18,1.64E+12,"{""type"": ""reminder"", ""success"": false, ""recalled_list"": [""CATFISH"", """", """"], ""matching_list"": [], ""missing_list"": [""CARP"", ""TSUNAMI"", ""LETTER"", ""BOOKLET"", ""PAMPHLET"", ""WIND"", ""REPORT"", ""SKA"", ""BLUES""], ""shown_list"": [""CLOUDS"", ""REGGAE"", ""TECHNO"", ""CARP"", ""TSUNAMI"", ""SHARK"", ""LETTER"", ""TUNA"", ""BOOKLET"", ""CATFISH"", ""PAMPHLET"", ""TYPHOON"", ""WIND"", ""REPORT"", ""SKA"", ""BLUES""], ""num_correct"": 0, ""instructions"": false, ""times"": [8215, 42067, 12942], ""reminder"": ""CATFISH"", ""list_type"": ""categorized_16_6"", ""trial_type"": ""reminder"", ""trial_index"": 70, ""time_elapsed"": 2282159, ""internal_node_id"": ""0.0-60.0"", ""mode"": ""pilot"", ""subject_cond"": ""9"", ""exp"": ""expAv3""}"
debugqhzqd:debugDUpJ5,19,1.64E+12,"{""type"": ""text-recall"", ""success"": false, ""recalled_list"": [""BROWN"", ""HILL"", ""CAT"", ""MOUSE"", ""RAT"", ""INDIGO"", ""GREY""], ""matching_list"": [""BROWN"", ""HILL"", ""MOUSE"", ""RAT"", ""INDIGO""], ""missing_list"": [""SOUL"", ""BLUEGRASS"", ""INSTRUMENTAL"", ""POND"", ""GRAY"", ""BUFFALO"", ""GOAT"", ""OPERA"", ""FAULT"", ""CRIMSON"", ""RAVINE""], ""shown_list"": [""SOUL"", ""BLUEGRASS"", ""INSTRUMENTAL"", ""POND"", ""GRAY"", ""BUFFALO"", ""GOAT"", ""OPERA"", ""BROWN"", ""FAULT"", ""CRIMSON"", ""RAVINE"", ""HILL"", ""MOUSE"", ""INDIGO"", ""RAT""], ""num_correct"": 5, ""instructions"": false, ""times"": [7782, 2177, 3082, 1029, 744, 1599, 2737], ""correct_sizes"": true, ""used_time"": 21421, ""list_type"": ""categorized_16_4"", ""trial_type"": ""text-recall"", ""trial_index"": 73, ""time_elapsed"": 2358658, ""internal_node_id"": ""0.0-63.0"", ""mode"": ""pilot"", ""subject_cond"": ""9"", ""exp"": ""expAv3""}"
debugqhzqd:debugDUpJ5,20,1.64E+12,"{""type"": ""reminder"", ""success"": false, ""recalled_list"": [""""], ""matching_list"": [], ""missing_list"": [""SOUL"", ""BLUEGRASS"", ""INSTRUMENTAL"", ""POND"", ""GRAY"", ""BUFFALO"", ""GOAT"", ""OPERA"", ""FAULT"", ""CRIMSON""], ""shown_list"": [""SOUL"", ""BLUEGRASS"", ""INSTRUMENTAL"", ""POND"", ""GRAY"", ""BUFFALO"", ""GOAT"", ""OPERA"", ""BROWN"", ""FAULT"", ""CRIMSON"", ""RAVINE"", ""HILL"", ""MOUSE"", ""INDIGO"", ""RAT""], ""num_correct"": 0, ""instructions"": false, ""times"": [35425], ""reminder"": ""RAVINE"", ""list_type"": ""categorized_16_4"", ""trial_type"": ""reminder"", ""trial_index"": 74, ""time_elapsed"": 2431464, ""internal_node_id"": ""0.0-64.0"", ""mode"": ""pilot"", ""subject_cond"": ""9"", ""exp"": ""expAv3""}"
debugqhzqd:debugDUpJ5,21,1.64E+12,"{""type"": ""survey-text"", ""responses"": ""{\""Q0\"":\""\""}"", ""trial_type"": ""survey-text"", ""trial_index"": 77, ""time_elapsed"": 2458325, ""internal_node_id"": ""0.0-67.0"", ""mode"": ""pilot"", ""subject_cond"": ""9"", ""exp"": ""expAv3""}"
debugqhzqd:debugDUpJ5,22,1.64E+12,"{""id"": ""debugqhzqd:debugDUpJ5"", ""type"": ""total-points"", ""total_points"": 73}"
debugDZntQ:debugGz0Ox,0,1.64E+12,"{""type"": ""survey-text"", ""responses"": ""{\""Q0\"":\""601991785f17dd0cf89e3760\""}"", ""trial_type"": ""survey-text"", ""trial_index"": 0, ""time_elapsed"": 19848, ""internal_node_id"": ""0.0-0.0"", ""mode"": ""pilot"", ""subject_cond"": ""2"", ""exp"": ""expAv3""}"
